,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27,Intra-cortex
Cortex_1,0.03191646800428475,1.3291968938139374,0.008634157207138534,0.023358670273779785,0.002751037022836125,0.0,0.0,0.0,0.0,0.000539188648185857,0.002569521407553031,0.002566420299298039,0.0058009068295367915,0.0022750490787697393,0.00011332797505474251,0.0,5.019149966756225e-08,0.01670700171027934,0.00020076025724859994,0.00048376095612803896,5.2294070175975e-05,8.328939377969449e-05,0.0006498670794048332,0.01883660916539674,0.012429689441719969,0.016396404803091295,0.0126221868213179,0.055117909424089506
Cortex_2,0.0,0.6491496350014809,0.06484646091150376,0.06873788936386185,0.015643301491628528,0.0,2.1497823110149953e-08,1.9003273337142857e-06,0.0,0.00016823393396710328,0.0007015589506634713,0.0007052048660463748,0.005925975123254094,0.0006671773069775712,9.049124588879417e-05,5.573795745779583e-06,0.0001032197480999029,0.007101943683894048,1.9637185665970532e-05,0.00011287010291028391,2.4159191247861477e-05,4.996721215250616e-07,0.0770940269000731,0.005981918690090973,0.0028494252637843945,0.003560401691612936,0.006726156358430359,0.0829412805969646
Cortex_3,0.0,0.0,0.03925349539411517,0.0006043267265270241,0.004416814643404648,7.311041614835864e-06,0.0,6.0557159496869815e-06,0.0,0.00023773219339434724,0.0003958867639807533,0.00019763947279461894,0.0001262573367181403,9.857009951865342e-05,6.640417147233668e-05,0.0009565656036435793,0.0052055931192591925,0.00789033059015759,2.55241142591914e-06,2.0661868592029513e-06,4.717043406411817e-06,5.88807736680584e-06,0.0001314038939502354,0.002291459872642053,0.0013989869925288938,0.0008278193306256384,0.0022435849598869623,0.005179706657773519
Cortex_4,0.0,0.0,0.0,0.054015844828807974,0.010805497632977248,8.287071458263573e-08,0.0,6.1521035553336245e-06,0.0,1.3351179826826638e-06,4.448751482653561e-05,2.4033119401773833e-05,0.01960473625436165,0.002893485333198046,1.2601183127409286e-05,1.1480857479994834e-05,3.9081587286610714e-05,0.0008693901084881651,1.558425229372098e-06,2.6727917314031744e-06,2.9230713918210317e-06,1.8282067512865506e-05,0.0310440597737843,0.0003029322085115398,0.00022987923985923588,0.004098398133686064,0.0002466368512131262,0.00803616434960357
Cortex_5,0.0,0.0,0.0,0.0,0.03717103803669443,0.00011105969125776348,8.075445956269559e-07,0.00014366281996232506,3.934801068478655e-06,6.3535833125190475e-06,2.821885628772129e-05,2.9783968500094656e-05,0.00010907988115080485,0.005416003007795284,0.004479850455404979,9.04737873495499e-05,0.0031625639728693256,2.207644018608192e-05,2.482801133080327e-07,6.686325602378888e-07,2.6550767574531325e-05,6.906741873910277e-05,5.073351379297222e-06,7.846436412250744e-05,0.00011829083115455273,3.1201240424314885e-05,3.746830568868333e-05,0.0031392070677421506
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.44366874355543895,0.03367620065864767,0.04312917902451078,0.014390521279823742,0.00026342208695406317,6.162240289739737e-05,0.000420064639025424,0.0,0.0002768481337174711,8.708005353738924e-05,0.019530721534982292,0.0053784383020592085,5.582111981539063e-06,6.094421769375781e-06,1.9564349903096933e-07,0.00019557634946231573,0.00026705552047120285,0.0015173350174195635,0.012503755382406851,0.015446637108041722,0.00041493939892233903,0.04536237243001738,0.023582253283673072
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.05459213696663452,0.01806115072410361,0.0003991157059019965,3.3789882085299603e-06,6.841545049003472e-07,5.069699296045222e-05,1.9309548709618057e-06,3.548402673913194e-07,8.654058102466112e-06,0.004079959154639414,8.203425127856246e-06,0.00312169747275379,0.004024783864011592,3.2814559352025664e-06,9.91489400245683e-05,0.003911089339457197,0.0004624492785006074,0.013047228356357824,0.009136887467515505,0.00019708782316621388,0.024250803788366495,0.006264361238980648
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0790371196207339,0.004384335160313009,0.00011093135645262601,0.00019649701012958008,0.0007195361242814589,1.3644188658456026e-05,0.0006743437201320615,0.00040159386674133355,0.00041747374392315975,0.0009607055029472659,3.954446283687088e-06,4.489925609639274e-05,1.858120224660413e-05,0.011494588610751871,0.010465141340838048,0.00016211110648457855,0.0024103938425752377,0.003375358112689563,1.1298214043823214e-05,0.005023044666819053,0.006713838955872488
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025998949133801696,0.01477783035728481,0.0003505338050756022,0.008340996070479455,7.159646040300058e-06,0.00017471309835883855,0.00016050362353446353,6.443534235550824e-05,0.004393379800282859,0.0,9.877673193158732e-07,5.374805785625833e-11,0.0002565852359622249,0.0001054381979821665,0.0,0.00021220610340673,0.0028357533174540794,0.0,9.940310264937001e-05,0.0028502511704756556
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089558966561537,0.027481787312090826,0.00638020630015224,5.087687441118749e-06,0.00011578305600464419,0.009842430763877452,8.86545964565474e-05,0.004029659960241966,2.46451236357589e-05,1.8146219606936194e-05,9.437120123627799e-06,0.00010720097065600783,8.802372939533882e-06,1.31975892665125e-05,0.0008512585489291175,0.00524682313362259,2.5056511643178907e-05,0.0007092066424222894,0.005998569623721047
Cortex_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05677872863248028,0.0064335917958580485,9.244108432915305e-05,0.029290897452596998,0.01607125543262205,6.684562138637619e-05,0.0006406026976303252,3.103750471942674e-05,4.528445273876855e-06,1.9859805456847396e-05,0.00014376515986777084,1.1876617629323778e-05,5.446640443551562e-06,0.0002598424328873436,0.00045463687762392266,5.9246753600915986e-05,7.906810655738735e-05,0.005269424786628645
Cortex_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212306297638893,0.00021467346064637168,0.005265823091623774,5.063599804847853e-05,9.550859056838767e-05,5.3314182101408095e-05,1.2015411855760455e-05,0.001063486433786485,0.0031296571999662407,0.005218134438136276,0.00013707528909989863,0.0,0.0008451082261173798,0.009265739910447636,0.0008121860264651546,0.00037162524479642054,0.002727177293198035
