,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27
Cortex_1,0.0048930579796433,1.9046145992110821,0.023689534406769495,0.052555352125980566,2.833133395243611e-05,0.0,0.0,0.0,0.0,0.00092379686019025,0.0015462005843009828,0.0034541526225594075,0.004932942035350763,0.0017721234261488365,0.0,7.6045747846365e-05,0.00010322225280106,0.07331539064458018,4.8067702064001565e-05,7.946846036411448e-05,1.148321700839005e-06,0.0,0.00209462776464875,0.057452285621290344,0.023213001794755564,0.04093840060922907,0.00937051670946685
Cortex_2,0.0,0.931557895445863,0.1295736420041805,0.11255373181977373,0.03389238463545347,0.0,0.0,0.0,0.0,0.00044908471145431054,0.0011641253278408816,0.0014545530040582207,0.01860745135524414,0.001088711916367437,0.0001084981372969188,8.276694358452542e-05,0.0,0.027550414057680654,2.7779796891859734e-05,0.0002559357511372528,8.54200805541157e-05,0.0,0.010249414469315108,0.020256151084480246,0.008052929763013902,0.017488815973492864,0.004922136267718183
Cortex_3,0.0,0.0,0.0688647793398858,0.0009429302660473613,0.011145501623847191,0.0,1.665119033431316e-05,4.243768909786091e-06,0.0,0.00030261471217153625,0.0004211675424306076,0.0001646021256936666,0.000534919229936571,0.0002735807786543176,0.00010395504091320582,0.0066968265304351,0.015669465973713017,0.014368165876061205,0.0,4.786420501478621e-07,4.2626994619003804e-05,6.969647261146795e-06,7.44649635180332e-05,0.010799567578168594,0.003432662838643123,0.002158018686844612,0.007763388117559035
Cortex_4,0.0,0.0,0.0,0.09601115851503192,0.012592818795490084,4.068686815347214e-05,1.2212658360127382e-05,0.0,0.0,2.6241160338365437e-05,8.064186118313968e-05,0.0002149413080926039,0.032824542730757515,0.00996247597665652,0.0,6.874571616725e-07,7.404035776353572e-07,0.0023847179946120548,1.5407723757172275e-07,4.306765089177537e-06,1.0221407606761817e-05,1.1955233576072529e-05,0.022912086303215833,0.0008239210160592999,0.0004553150858679426,0.010125539121111183,0.00014793065143488667
Cortex_5,0.0,0.0,0.0,0.0,0.07126504726900296,0.00043325339259667797,9.482686790660075e-06,0.0003315888483431519,0.0,6.77709303206e-05,0.00012381290279680427,8.925038690628612e-05,0.0006311994380138003,0.008111844985247689,0.017062439388566344,0.0004971045096274612,0.004736599247490221,0.00019829530411247996,5.359185731980173e-07,1.145026839434716e-07,8.730858700251327e-05,0.0004817871853814008,1.2066436006028027e-05,0.001476460178562203,0.0007280768332232958,0.0004652599578125458,0.000771118281009969
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.8430004432493416,0.07641568925738906,0.07454041453114925,0.014312795360570264,4.3057427417023005e-06,1.6131187976498062e-07,0.00035245529225381186,3.95944989577375e-06,0.0002916661731210108,0.00014436260144957592,0.04053217290326506,0.011234192016251794,0.000958587225505652,0.00010053155301368148,1.3242944583500001e-06,0.00023019474532961435,0.0016276272815004993,0.001482828652257589,0.0774851163951469,0.033636669557985416,0.00037931465948303487,0.10748683740996975
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.12643635124737762,0.02560838458749468,9.140985522751216e-05,1.0587251295649603e-05,7.872465681025695e-06,8.98991431162787e-05,4.8601877627634595e-06,8.808420312156715e-07,2.666237107607278e-05,0.005814565453477387,0.00014408649670079812,0.017490125757486295,0.015431008292865292,1.452876578112432e-07,8.712007949071234e-05,0.007038616357034373,0.0002648982261639059,0.030001663674354435,0.011870313045986128,0.00011684971929702577,0.03133894479803296
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11988756651202899,0.0071192501816613775,0.0005272088321467642,0.000219473281175837,0.001992148435334045,5.0726954834243697e-05,0.0010026147816919995,0.0007180338300438796,0.0009456461608310671,0.002255505243036136,6.918326637257856e-06,7.572369221962597e-05,0.0,0.014224513419602455,0.02150950533658449,0.00026129775090209285,0.03102232974224827,0.026392077832762515,8.76402212181125e-05,0.028603276486237564
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052682795792383885,0.02072794934440822,0.00034656454859992254,0.02037790292024517,1.6373126488570002e-05,0.00018220258258949467,0.0001406438757840036,2.0239224450050746e-05,0.012578413119688114,0.0,2.1752406610175937e-05,0.0,8.49609566507224e-05,7.607937576582105e-05,0.0,0.0004067622590810025,0.006298348607970095,0.0,0.00014883100520819
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17974463440595131,0.04975233815635622,0.013283878157628527,3.7216159398667504e-07,0.0001158367701434204,0.01635711938548866,0.0003604590611759863,0.004661061120229514,0.00022290978516966637,5.226320013207443e-06,8.139875896252779e-05,0.0008680220974796473,3.940075702400501e-05,0.0,0.0008922208737830827,0.015463088409516176,0.00012007705731166667,0.0012955179467550072
Cortex_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11572390524792653,0.009908490785910577,0.0001206395679815829,0.021167354719173873,0.01526519065100993,0.00020107208039151793,0.0005796647364873601,0.00021756443258013808,0.0,3.335302001990625e-06,0.0002084051915414423,3.0309603594684316e-05,0.0,0.002040468157752963,0.00266921294926775,0.0001350555483696739,0.0011476917405683759
Cortex_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05318462137137927,0.001430683829848248,0.009335014645870192,0.00035216530066389513,0.0001019282605121237,0.00035498310535535813,2.159877759484241e-05,0.0007555146933421732,0.00753976400504147,0.016229952867545066,0.00018805709118546572,2.2663332250279165e-05,0.001839634712412621,0.031261415918931106,0.001683763211734873,0.000117640871470325
Cortex_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08515781791917978,0.029980845519493034,0.00011803393203066939,2.6648577519949184e-05,0.00011500415720200247,0.004671838589507377,0.00019721074825721882,1.7035413509243423e-05,8.680838492146006e-05,6.026093141283524e-05,0.006961363492588963,0.001979912875921574,0.001126820151150172,0.26999342138568055,0.026314327143908117
Cortex_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10403407745187748,0.010821141025459806,7.681511790986566e-05,0.003280889287506701,7.116264067917949e-05,0.0005638438790660681,0.0002715688356239971,0.001463271875225816,0.001461971828772019,0.004003525942212427,0.0035822247502991893,0.008502985914471118,0.01998340432246117,0.0005962025497581062
Cortex_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08845105003032003,0.0001675114200162377,0.04713254559787756,6.569131864155095e-05,3.775131290240097e-07,2.1599277776355e-05,0.001348587151983595,0.0006410733710703711,0.0,0.0011787889147278061,0.0021560051945073815,0.0,0.0006947316083824
Cortex_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062448955436628165,0.034502248185120384,0.007216443509524713,6.14455918892523e-05,0.0,9.71780538636013e-05,0.0006146469682504798,0.0002069963329120089,0.011803167416153403,0.004343078463473782,0.0003659110486211093,0.011715163087052276
Cortex_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07608473775596787,0.00045867486358406527,0.0,1.978839036382828e-05,0.001732425408766927,0.002603846716287286,0.000124750752002,0.0016483164172992164,0.0022074417097504954,1.8260222765319234e-05,0.0010207281020670914
Cortex_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07115980103916726,0.0033545421997704656,1.2653890619606329e-05,0.0,2.156102992639699e-05,4.540453521537958e-05,0.007344481141094599,0.0013650361391816593,0.018066529132365085,0.0032387604451469426
Cortex_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08266534453861268,0.02450268123203321,0.0003085372840765586,0.005271277319456347,1.783953121048281e-05,0.0030851150239632062,0.014608826848818935,0.0008038080444966425,0.0006526955961180187
Cortex_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620734950375056,0.013703196660917539,0.005412481652175592,0.0,0.0031146301893890185,0.012453024204576418,0.00012213346321408915,0.0002521811485267823
Cortex_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04921303356276138,0.009655014613015373,0.0,0.007104620907313401,0.011514247558468148,3.111987810673889e-05,0.0011590941692460482
Cortex_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07443845375850296,2.9309473369754426e-05,0.013755422155033791,0.008308409680108464,0.0,0.0033138985215579266
Cortex_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38820073996385,0.1409093369603578,0.007081254295819841,0.0001740811276249375,13.16744341713445
Cortex_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3470770271669044,1.5107654311672984,0.3520127458056336,11.439359868788465
Cortex_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587569571397592,0.09017388931558139,0.52548042337762
Cortex_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1683109123402959,0.05554472875543582
Cortex_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
