,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27,Intra-cortex
Cortex_1,0.03959630912149225,1.7466720400226237,0.021670662760357267,0.053592547698134804,0.0004221468616252484,0.0,0.0,0.0,0.0,4.6262833852291074e-05,0.0005914057824360953,0.0015312701712097857,0.005123177729468191,0.0005559924694896938,1.5251725017151325e-06,3.3273217738382654e-05,0.0,0.02209530047064815,9.381498049037903e-05,0.00020112351903536112,3.815162462059306e-05,1.562518220383077e-05,0.05922720722306929,0.024806502123902167,0.010217294717759498,0.014142669516413508,0.01555817719652085,0.07467527705168862
Cortex_2,0.0,0.8948981040947754,0.07219670337824147,0.06340286101131597,0.02700361284375333,2.5966416190688333e-05,3.068064796496852e-05,2.940851291419643e-06,0.0,0.00016935126474154763,0.00046834182374591577,0.00047312912152572446,0.003218574072213473,0.0005332285659627847,0.0,4.093788643141709e-05,0.00012973946221445456,0.008992524757690154,2.1416199116903683e-05,0.00011214668047951085,2.826070621661277e-05,2.522224913730256e-05,0.011577781263852659,0.008137570636718173,0.0031175477024467484,0.0034610840187453778,0.00462453572877485,0.1055320111631915
Cortex_3,0.0,0.0,0.07939177291003628,0.0009897577846070687,0.005737407990483246,2.4918514269570414e-05,0.0,1.937266634264182e-06,0.0,7.203763096272411e-05,0.00015520071076719603,8.703203946206747e-05,0.00011311435800302677,0.0001540269329171088,5.817246567912458e-05,0.003985020012281375,0.007431626196481261,0.00773211838212488,7.127890360910157e-06,4.3669445370092594e-07,2.7597615944275463e-06,7.047268031083476e-06,0.0,0.0026270587429168073,0.0008101130354698421,0.0007885824366743056,0.002056896474471146,0.0076333900606400055
Cortex_4,0.0,0.0,0.0,0.06509557676083108,0.008750903134564813,0.0,0.0,7.313414469034493e-06,9.660500135006428e-06,1.3609780209514286e-05,3.0410477933046294e-05,2.5157220321824105e-05,0.021093693015290727,0.003972739338505607,1.4108106760041785e-05,2.9490198541484675e-05,0.00012533622227655017,0.0012984797311048233,9.230637077900669e-06,1.0952708205675254e-05,7.325537699687031e-07,1.5247450627351487e-05,0.023826706230040722,0.0016051148490131358,0.0005170652529786877,0.005211841404373051,0.0006507258375084468,0.009270343011799864
Cortex_5,0.0,0.0,0.0,0.0,0.03690866415913207,8.209243345305771e-05,3.07230703460108e-06,6.075317546179066e-05,0.0,3.563077011246457e-06,5.093153874404961e-05,1.3718461073563735e-05,0.00028426275270692486,0.009349453729078298,0.01015486553421202,0.000280379686515374,0.003561402098023271,5.364460072066628e-05,1.9132975194302186e-06,8.937952457715935e-09,1.8858223764838535e-05,9.115285213345845e-05,0.0013839741010694224,0.0003921896372476504,0.00022940357657919973,3.6620590334576394e-05,0.00011868788065150931,0.0038886549437350416
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.445082591962116,0.0376370166574813,0.05876750112591694,0.008783858083253928,0.00026611681372894897,6.7592186496762506e-06,0.0001142916953675399,1.0948770681551123e-05,0.0001684894650179721,0.00032514835983356,0.015699891428455265,0.015155272161093573,9.023124270392668e-05,3.0218152869346206e-06,1.4668138141536111e-06,5.208895312012815e-05,0.0005809234275054646,0.0020005165205380137,0.03818118502067569,0.013018869776527265,0.000601365902230098,0.06300026723816217,0.025914103696891615
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.06464024319053943,0.01872789687818356,0.0002652861540605979,7.462241431004259e-05,5.971034777334866e-06,0.0003541114585862951,1.4614433126829694e-05,1.933151757091671e-06,1.7778834185516526e-05,0.00464625871048727,9.137712151776647e-05,0.005389780688757217,0.006367245542533378,0.0,0.00021875214435479752,0.007056499561001543,0.0007211289573140551,0.02789272213736211,0.010093325725158244,0.00047761299244538047,0.04149799139624291,0.008378737857006751
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07625228214282719,0.007499097369694371,9.403335691040345e-05,5.154221185800638e-05,0.0006514107917183214,1.7313019440808696e-05,0.0002350807271533961,0.0006711479880886445,0.00032776584908492617,0.0009698171078616657,5.823942566556594e-06,5.7467308098222855e-05,4.111507829899405e-06,0.008764173209551088,0.016573313987070043,0.00045936077162972606,0.004657628925540288,0.0048411468226984096,0.00011587273312280803,0.015153477025814517,0.007961859611500602
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05038950512621239,0.009886117599594704,0.00015047445078253125,0.009737223113318753,4.6588749682993756e-06,1.8422676037720542e-05,0.0005486971002802358,4.136840414560032e-05,0.0036146555877111497,0.0,1.1050076318497031e-05,0.0,2.277797733560908e-05,6.176391336892366e-05,0.0,3.830464860357055e-05,0.0038622025081098644,0.0,0.00013054069859208002,0.0035213209208342163
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08967440132137712,0.03701955336359098,0.0046215422495092875,7.471430661455859e-08,2.7479701430564055e-05,0.0158302512806176,0.00028088922287479125,0.0037552242566010236,5.7348501525671145e-05,3.3909957638044642e-06,5.207086455504864e-06,6.482206632806026e-05,3.714971618167254e-05,0.0,0.0009037186140728486,0.008273101516803048,1.6376580918273216e-05,0.0003551423564628767,0.006353755122820044
Cortex_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333937664837593,0.006576697551659336,0.00011228146227981728,0.02662635833453724,0.023163811234930495,0.00015909427828058624,0.0005602077948699645,8.72613892577532e-05,1.2489872013965192e-05,3.5026458833673584e-05,0.00014172467439414123,0.0001587334170528007,0.0,0.0005179028740664942,0.00031128567285559216,3.0821853529425985e-05,6.778577578891244e-05,0.0063122759224448505
Cortex_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028841908598330343,0.00024106524653494537,0.006191057719871475,0.00044344159781616494,6.10920786281878e-05,7.010482234893782e-05,3.16391348493239e-05,0.0006287713203737043,0.00435505373683159,0.00837789354118491,0.0005133231994649652,5.987187614664375e-05,0.001963345526131118,0.009657209522171936,0.0020671315705161133,0.000842125556649378,0.003278911811911194
Cortex_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03138447673559376,0.012751606978640027,2.1392868946834376e-05,8.328228963461101e-06,5.8094607891722884e-05,0.0017192232576182767,0.0003725110240051872,0.0002914412651752777,1.1460735164645003e-05,2.2421008367553206e-05,0.005322141926775049,0.003800659794727858,0.0017705197856499823,0.08508178361674996,0.009691540023325732,0.00676079186320802
Cortex_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07011984440893995,0.011919044335998427,3.441834599940867e-05,0.0015580625730147548,2.8933893128660322e-05,0.0002348744548157724,0.0003509822954501928,0.00018626388345100215,0.0005635343304977287,0.0009424169376615048,0.001983339000319462,0.0018403288701070541,0.0075258677437659224,0.0002336399295592918,0.005855830399744745
Cortex_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06916605234996308,0.00011529473536171332,0.03128622768862041,1.9756713635825e-05,1.184083764371735e-07,1.9266555318608055e-05,0.00042665701636926217,0.0008609657819599457,6.818974829236875e-11,0.000367027750235135,0.0003752979265537584,3.9666374505025e-06,0.0005846465457807349,0.006162765298432057
Cortex_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05139260247000396,0.021761260644708326,0.00499080751980299,5.002456962538372e-05,1.463249965638625e-10,5.170597352035555e-06,0.00010353111543649364,0.00020615097291453734,0.005913889547987427,0.0018857142946756493,0.0002265818350000584,0.009276749474280251,0.004502073535996347
Cortex_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07141643613712226,0.00039178934026870023,4.862265612359805e-09,1.1793223709193833e-07,0.00013808767528650958,0.00045383901844955085,0.0,0.0002920200732948556,8.626313890444587e-05,4.4450454534938924e-07,0.0005431645497161245,0.00605372502138242
Cortex_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04332217377512913,0.001869995880339249,2.1515421594882364e-06,0.0,1.1458799846679933e-05,0.00015034411194392113,0.0019097604568621195,0.0007820024500160218,0.004696552473382822,0.0018264623887362477,0.003983539460919232
Cortex_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03537956526154375,0.01261818327382377,0.00024055713981166802,0.004589783484729602,3.0945438084017185e-05,0.003558500828753146,0.0073353556759606225,0.00022517515673128424,0.0010853326593553937,0.0027706617797472197
Cortex_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05707597996070474,0.011463521993720504,0.005681371099669493,0.0,0.0008473396521633441,0.0022473916138591224,4.804325035302599e-05,1.0223153670569847e-05,0.003532649921426731
Cortex_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043907992932334064,0.01771347922619114,0.0,0.0004983961638280453,0.0007704729359961011,0.0,0.0002629725028479306,0.003457630675503262
Cortex_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08388795717433904,8.117871416638269e-05,0.00696470134391658,0.004065162539183424,1.1386517926416826e-05,0.0055426619615501155,0.0057662753459262455
