,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27
Cortex_1,0.0638329360085695,2.6583937876278747,0.017268314414277067,0.04671734054755957,0.00550207404567225,0.0,0.0,0.0,0.0,0.001078377296371714,0.005139042815106062,0.005132840598596078,0.011601813659073583,0.004550098157539479,0.00022665595010948502,0.0,1.003829993351245e-07,0.03341400342055868,0.0004015205144971999,0.0009675219122560779,0.00010458814035195,0.00016657878755938898,0.0012997341588096665,0.03767321833079348,0.024859378883439937,0.03279280960618259,0.0252443736426358
Cortex_2,0.0,1.2982992700029619,0.1296929218230075,0.1374757787277237,0.031286602983257056,0.0,4.2995646220299905e-08,3.8006546674285714e-06,0.0,0.00033646786793420656,0.0014031179013269425,0.0014104097320927495,0.011851950246508189,0.0013343546139551424,0.00018098249177758835,1.1147591491559166e-05,0.0002064394961998058,0.014203887367788095,3.9274371331941064e-05,0.00022574020582056783,4.8318382495722955e-05,9.993442430501232e-07,0.1541880538001462,0.011963837380181946,0.005698850527568789,0.007120803383225872,0.013452312716860718
Cortex_3,0.0,0.0,0.07850699078823034,0.0012086534530540481,0.008833629286809296,1.4622083229671729e-05,0.0,1.2111431899373963e-05,0.0,0.0004754643867886945,0.0007917735279615066,0.00039527894558923787,0.0002525146734362806,0.00019714019903730685,0.00013280834294467336,0.0019131312072871586,0.010411186238518385,0.01578066118031518,5.10482285183828e-06,4.132373718405903e-06,9.434086812823635e-06,1.177615473361168e-05,0.0002628077879004708,0.004582919745284106,0.0027979739850577875,0.001655638661251277,0.004487169919773925
Cortex_4,0.0,0.0,0.0,0.10803168965761595,0.021610995265954495,1.6574142916527145e-07,0.0,1.2304207110667249e-05,0.0,2.6702359653653276e-06,8.897502965307123e-05,4.8066238803547666e-05,0.0392094725087233,0.005786970666396092,2.520236625481857e-05,2.296171495998967e-05,7.816317457322143e-05,0.0017387802169763302,3.116850458744196e-06,5.345583462806349e-06,5.846142783642063e-06,3.656413502573101e-05,0.0620881195475686,0.0006058644170230796,0.00045975847971847176,0.008196796267372127,0.0004932737024262524
Cortex_5,0.0,0.0,0.0,0.0,0.07434207607338886,0.00022211938251552696,1.6150891912539118e-06,0.0002873256399246501,7.86960213695731e-06,1.2707166625038095e-05,5.643771257544258e-05,5.956793700018931e-05,0.0002181597623016097,0.010832006015590569,0.008959700910809958,0.0001809475746990998,0.006325127945738651,4.415288037216384e-05,4.965602266160655e-07,1.3372651204757775e-06,5.310153514906265e-05,0.00013813483747820553,1.0146702758594443e-05,0.00015692872824501488,0.00023658166230910546,6.240248084862977e-05,7.493661137736666e-05
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.8873374871108779,0.06735240131729534,0.08625835804902156,0.028781042559647484,0.0005268441739081263,0.00012324480579479474,0.000840129278050848,0.0,0.0005536962674349423,0.0001741601070747785,0.039061443069964584,0.010756876604118417,1.1164223963078126e-05,1.2188843538751562e-05,3.9128699806193867e-07,0.00039115269892463147,0.0005341110409424057,0.003034670034839127,0.025007510764813702,0.030893274216083445,0.0008298787978446781,0.09072474486003476
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.10918427393326904,0.03612230144820722,0.000798231411803993,6.757976417059921e-06,1.3683090098006944e-06,0.00010139398592090444,3.861909741923611e-06,7.096805347826388e-07,1.7308116204932224e-05,0.008159918309278829,1.640685025571249e-05,0.00624339494550758,0.008049567728023184,6.562911870405133e-06,0.0001982978800491366,0.007822178678914394,0.0009248985570012149,0.02609445671271565,0.01827377493503101,0.00039417564633242776,0.04850160757673299
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580742392414678,0.008768670320626018,0.00022186271290525203,0.00039299402025916015,0.0014390722485629179,2.7288377316912053e-05,0.001348687440264123,0.0008031877334826671,0.0008349474878463195,0.0019214110058945319,7.908892567374176e-06,8.979851219278548e-05,3.716240449320826e-05,0.022989177221503742,0.020930282681676095,0.0003242222129691571,0.004820787685150475,0.006750716225379126,2.259642808764643e-05,0.010046089333638106
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05199789826760339,0.02955566071456962,0.0007010676101512044,0.01668199214095891,1.4319292080600116e-05,0.0003494261967176771,0.00032100724706892706,0.0001288706847110165,0.008786759600565719,0.0,1.9755346386317464e-06,1.0749611571251666e-10,0.0005131704719244498,0.000210876395964333,0.0,0.00042441220681346,0.005671506634908159,0.0,0.00019880620529874002
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18179117933123073,0.05496357462418165,0.01276041260030448,1.0175374882237498e-05,0.00023156611200928837,0.019684861527754904,0.0001773091929130948,0.008059319920483933,4.92902472715178e-05,3.629243921387239e-05,1.8874240247255598e-05,0.00021440194131201566,1.7604745879067765e-05,2.6395178533025e-05,0.001702517097858235,0.01049364626724518,5.011302328635781e-05,0.0014184132848445788
Cortex_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11355745726496055,0.012867183591716097,0.0001848821686583061,0.058581794905193996,0.0321425108652441,0.00013369124277275239,0.0012812053952606505,6.207500943885348e-05,9.05689054775371e-06,3.971961091369479e-05,0.0002875303197355417,2.3753235258647555e-05,1.0893280887103125e-05,0.0005196848657746872,0.0009092737552478453,0.00011849350720183197,0.0001581362131147747
Cortex_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424612595277786,0.00042934692129274337,0.010531646183247548,0.00010127199609695706,0.00019101718113677534,0.00010662836420281619,2.403082371152091e-05,0.00212697286757297,0.006259314399932481,0.010436268876272551,0.00027415057819979725,0.0,0.0016902164522347597,0.018531479820895272,0.0016243720529303092,0.0007432504895928411
Cortex_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055420327563114116,0.036249301257580795,3.2871248482990597e-05,1.9513686856953124e-05,3.81182209532749e-05,0.004229910705130967,9.018327435884234e-05,2.2643645125854165e-06,2.4438314525414596e-05,1.1045430366853083e-05,0.02601256019623648,0.0027049095275823655,0.0023865851198934234,0.2102766157512448,0.022439491786663254
Cortex_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937262680245827,0.0183061667356229,2.3000343155032225e-05,0.0022664805993849206,2.898841097599083e-05,0.00044295030648951823,0.00043249914771590345,0.0009204066431124285,0.00043524928051523785,0.0007130824997148,0.0012896665435273486,0.008727967349840578,0.01577204363887887,0.00030799511080203804
Cortex_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09278709314051899,4.4419537179860824e-05,0.05717812237642446,0.0,8.416656100962437e-08,4.715567249351948e-06,0.000307629087124336,0.00018180055156935367,0.0,0.00011162777755089006,0.0007284994974597602,0.0,0.0
Cortex_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07505844089447394,0.030921664643993766,0.0063213635813398625,1.8657597985338243e-05,3.953641579654584e-07,0.00010467742797073421,0.00015829751803830296,3.0167784416335075e-06,0.003057345114375763,0.0028272946215752125,0.00014253148656279875,0.005655569026974395
Cortex_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111207586487626,0.00029084923758755817,1.0614362736305102e-06,7.631665161195277e-06,0.00031212518061528283,0.0004614866530645013,3.3658001484574996e-06,5.0143552209642986e-05,0.0004167465824824473,0.0,0.00022978095062171
Cortex_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06998634369658135,0.0040419830319072935,8.73030295521438e-05,1.4284985164642241e-05,3.778703517827324e-05,9.057956881755961e-05,0.0014114081437865353,0.0006779801076300753,0.014888937132757478,0.001460685998621109
Cortex_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046742938424880545,0.02258484363577895,0.0007337963060494112,0.0034872250950939198,2.1242049880852454e-05,0.0059051170444312,0.015038908660105356,0.00111436187739585,0.0023411782377811435
Cortex_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635086462789591,0.01708293593923125,0.009144267839145218,0.0,0.0005972503469232932,0.006633978220711494,2.7149610913408332e-05,8.776088523316111e-05
Cortex_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08229182044773817,0.02018282377408788,0.0,0.0006129575363972634,0.002433703098007179,1.1623569662333472e-06,4.420232736634639e-05
Cortex_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12593426904718727,0.00017532532924983076,0.004415904728731891,0.004495596556596577,0.0,0.0037421663423995496
Cortex_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2480770794734,0.27377708063070927,0.012870535059456666,0.0012474494760681375,12.702599270671
Cortex_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055759587271189,1.1861707799365893,0.26025721050727846,8.819180375533712
Cortex_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9796299712418228,0.09220307342043871,0.826142297185362
Cortex_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325229786323607,0.06004704553176772
Cortex_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
