,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27
Cortex_1,0.005239193900024475,0.8554051992371187,0.015009898191051958,0.022536019097528424,9.884561101595556e-05,0.0,0.0,0.0,0.0,0.0002567440857877808,0.000633990798005375,0.0018461840649784782,0.0073204208907448574,0.0009454628372549343,0.0,0.0,0.0,0.028357041092381137,4.322175426807344e-05,0.00033867406426378333,2.4471884343152778e-05,0.0,0.0031489109071571875,0.03166760220825799,0.009460532750167193,0.013670224832090957,0.011322834501299901
Cortex_2,0.0,0.5210716828235635,0.07035419826375316,0.055399568243421266,0.014516337825051219,0.0,0.0,0.0,0.0,0.0002934367747136375,0.000748638114018838,0.001197861073467672,0.004926881000238687,0.0006749399612764748,1.3984833155208333e-06,2.1503175207726224e-05,0.0,0.012590497302276998,1.1126415545717756e-05,9.597783387157953e-05,1.785171303304614e-05,0.0,0.029004425390497243,0.01345785919023579,0.0062967464310966685,0.0076204190904825345,0.0062572319594759495
Cortex_3,0.0,0.0,0.031227782457029212,0.00046658612907983326,0.006558323215378813,1.1724227912660754e-05,1.0659169665829862e-05,1.6448809522747022e-05,0.0,0.00020914302827839258,0.00012755342719938487,9.785887832270879e-05,0.00019519445838950947,8.853072852828474e-05,2.66456249846625e-06,0.004022248892699914,0.008952774029556495,0.008585082530710176,0.0,2.4280393888518286e-05,1.2000812601109674e-06,0.0,8.371314712955e-05,0.0039221798688688116,0.00206758335794649,0.0013720365310713708,0.0028490981016666603
Cortex_4,0.0,0.0,0.0,0.052836852883950416,0.006386994483059246,0.0,0.0,0.0,0.0,2.5437292773561224e-06,2.3172490588965574e-05,5.567574609983185e-05,0.017382426046176753,0.005311600785483846,0.0,3.0339871381818053e-05,0.0,0.001105835802082798,0.0,2.657099147409242e-07,8.811508046670039e-06,8.175016863697803e-07,0.031341395797630366,0.0002851211427079225,0.00029137559596408366,0.002629332645553108,0.00029217059880944643
Cortex_5,0.0,0.0,0.0,0.0,0.033086814737045965,0.0001278239638024384,1.062730543259015e-06,0.00016708476141976097,3.8724358799096e-06,4.2435360231313775e-05,5.057063486472321e-05,5.987619658608981e-05,0.0003120313312602356,0.004768543119081055,0.007406775698231645,0.0002320825246378346,0.0024078267147340554,6.511535196606227e-05,1.2743923636864583e-06,6.1156218300962595e-06,4.776199127128682e-06,0.00025828093165296826,2.922805530639861e-05,0.0006807357589977107,0.0003786883022942751,0.00021528611273839094,0.000633226332119806
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.4085872897432365,0.03397229754944893,0.02768433838347371,0.003558163183907932,4.470128520291786e-06,8.391468873014687e-06,0.000352520624215119,1.6273811206701562e-05,0.00022872118151299656,7.566100665309513e-05,0.02036323687195856,0.005130803005689506,0.00016688808897726373,5.002362964177026e-05,0.0,9.00750899645385e-05,0.0009287002577331256,0.0009134385966717524,0.04566310698649435,0.0185032992188188,0.001142011509883706,0.0761074550667999
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.057847869656795586,0.009201531530398007,0.00011739712381566001,1.9067480934608895e-05,4.937328337383039e-06,3.206864015798369e-05,0.0,2.408682373950347e-06,1.7062834053326195e-07,0.003181471756892582,2.731440431283909e-05,0.007554387829470412,0.007029791978010498,2.565585389954167e-06,5.827423950800022e-05,0.00340022085527598,0.0001706697598037912,0.01632039681326808,0.005435504614505631,0.00021881113839977484,0.013171538651107172
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05768922518337289,0.0030509785610011828,0.0002687726891023731,9.993326890019978e-05,0.0008118007914935335,3.1626975445548274e-05,0.0007104014633742136,0.00044275881944235476,0.0005208549660288187,0.0010955869063801883,3.2904221684314096e-05,9.395753559182465e-06,0.0,0.0069394882464580135,0.010018655076432327,0.00013209518153580677,0.013799269024454925,0.01078201226380154,0.0006048309919491089,0.01548491823833885
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030189870326600744,0.012079822554196451,0.0001338226750597452,0.008781271680240333,5.869959409208729e-07,3.031158757948959e-05,4.48280875185943e-05,4.3615830709313046e-05,0.005119853714160742,0.0,6.8960471253375006e-06,0.0,5.5811315170709367e-05,1.9970629655416928e-05,0.0,1.7513911004305918e-05,0.003381459141899288,0.0,0.000199513998813925
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088859316944514,0.028133061169724107,0.006678262586950538,2.9025000003456826e-07,0.00035981462603938333,0.009386718420772135,0.00014959934080789378,0.003263764962918209,6.38481336574208e-05,0.0,6.680695386845034e-05,0.0004961979654802903,2.523071106829303e-05,0.0,0.0011099425821122538,0.006356134196808033,0.0002300252454330911,0.0004548000038734429
Cortex_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05726151123404699,0.00682567216969233,0.0002870941573873681,0.011741726815409633,0.009530832235561797,5.6230380668915425e-05,0.0002235768422021319,7.0471899238639e-05,2.259100597257129e-06,1.3510930582718481e-06,0.0001953585004642444,3.623447321083989e-05,5.080779772015369e-06,0.0009451079239059118,0.0005279480713153943,7.545681397380487e-05,0.00057082912678651
Cortex_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018574719183948336,0.0008179780344808174,0.0045188879802918755,0.0002464254170387844,6.727172077246846e-05,0.00035294128070526823,2.5203779835089762e-05,0.0005058676392576856,0.0030231878643481682,0.008290249325027041,8.708003774536728e-05,0.0002000328806148,0.00162999101370449,0.011386771181032512,0.0010211936391612538,0.00013203832967671002
Cortex_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03560205618366055,0.017671283192643036,1.661078131292e-05,2.111380321068084e-05,3.1860982569753015e-05,0.0018008704057438508,8.164484517469961e-05,4.8413942205152954e-05,4.255983514064189e-05,3.865349365219964e-05,0.007814416639987606,0.0007188075464139533,0.0005947241760973481,0.11828612642651867,0.021264221498123806
Cortex_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041087835441538156,0.006894036556115204,3.500824898564638e-05,0.0015570601351145624,4.206645313085533e-05,0.00047557516850710974,0.0003448184854017335,0.0007037299744318847,0.0010108911848337038,0.006385738623088215,0.002302198196718519,0.0037780880596611508,0.007546623299091775,0.0015264310108597154
Cortex_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044542237885047076,0.00013916690686357713,0.02274626828912474,5.86067458606546e-05,0.0,0.0,0.0006135674586429154,0.00029548365735134434,0.0,0.0009749563782278951,0.0007320049562740101,7.942812150573778e-06,0.000385116909541055
Cortex_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03063956220953247,0.016355171524857704,0.0037897844865873555,1.3816368120172665e-05,0.0,4.873958774517445e-05,0.0002176332122046588,6.040441992638375e-05,0.0056135875381611204,0.0026080740094659898,0.00021124107076034198,0.006451343408417855
Cortex_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036244488997840364,0.00028368174732086793,1.3054296914554686e-07,7.411151197325361e-07,0.0011059400277839899,0.001235739450326966,9.82593774097e-06,0.0007976592904787166,0.000918682170012617,1.5189442603968402e-05,0.0010882773070782846
Cortex_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035511479228994745,0.0018450231338985616,5.6280658869717514e-06,2.3658026541338727e-06,1.281292349071657e-05,1.1488002196703435e-06,0.0023189626140573518,0.0008593543324649999,0.008380416716335173,0.0021303080875177518
Cortex_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038559926513924855,0.014218893978544343,0.00016152752689609418,0.002282565214159343,3.9552187445223436e-05,0.0015006934055834982,0.009386790732133644,0.0007624364600094513,0.00048201513956191717
Cortex_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04097902639998349,0.006146959829218923,0.0030527776340665753,5.8931722176363885e-05,0.0021565803357443173,0.008035225347311797,6.677887244834052e-05,0.0005044664032741056
Cortex_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083513399005485,0.0056491284229963305,0.0,0.0015216014052689757,0.005603034812730019,4.9507043513585414e-05,0.0004185607929735361
Cortex_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03072317806255126,2.387509672329327e-05,0.005252643113860806,0.004201871163888121,4.751601704372558e-06,0.001992842217963661
Cortex_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9168699836156,0.08202066512036768,0.0037398561722909937,0.000621239683326275,6.666228153405375
Cortex_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.450401285825808,0.6929507539876951,0.19877833623606278,4.695338258542218
Cortex_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7297254199951044,0.051887652205022824,0.27205322420291583
Cortex_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09509271356861095,0.021400473153290835
Cortex_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
