,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27,Intra-cortex
Cortex_1,0.075225247300185,1.2741961830971642,0.01862282689440922,0.03225608557372287,0.00027842104668075415,0.0,0.0,0.0,0.0,0.00021097711529601964,0.0007018773399357977,0.0010927278635835646,0.002108582875697253,0.0004406273249776204,0.0,6.51907466817625e-06,0.0,0.022670415776225993,1.0603373205241406e-05,0.0004188471073455542,2.2490490298167554e-05,1.7937307024322596e-09,0.0007345665850948375,0.015309058504143096,0.008825535072373734,0.00181486127733875,0.009313748207738101,0.054231859396067214
Cortex_2,0.0,0.6584880011635872,0.09058771700413398,0.058400235437297034,0.014401025082436583,0.0,0.0,1.0710833261587499e-05,0.0,0.0002969786601007762,0.0009158068907785562,0.00033313251529786464,0.003456500488781771,0.00025460182532465624,8.517333602258334e-07,7.25552915052125e-06,6.529958530639583e-06,0.008230110224520828,2.2595501827519328e-05,0.00014074947633735543,4.084145743692757e-05,3.922051221776922e-06,0.014834507521505724,0.0064421993945230965,0.00431440447812357,0.0008359793740476937,0.007227567393243226,0.0793869780404442
Cortex_3,0.0,0.0,0.06317286089753094,0.0001529628864784039,0.004453251625356687,0.0,2.6236111133819446e-07,0.0,0.0,0.00015061926404922238,0.00048608146413640024,8.631954751021005e-05,0.00013919145922495406,0.0001497964932472411,0.0,0.005939799747335441,0.005378272330212538,0.0032653063824258496,2.6363945077415362e-06,3.620782510754164e-06,3.4294260655297096e-06,0.0,4.851387310130317e-05,0.0029601239195399588,0.0010723595399415938,0.00011928671083438437,0.003254454334942304,0.007409247901429852
Cortex_4,0.0,0.0,0.0,0.0424733443428405,0.0073902131326673195,5.69313551750364e-06,7.587380726664683e-07,5.7040536416270475e-05,4.3096786482367856e-08,3.3421644952690227e-07,3.973467701719315e-05,1.7247045981266642e-05,0.01830361037200336,0.004640102252711837,3.6782047521098575e-05,2.8907612892428526e-05,0.0002389053753357559,0.0015827757840341076,4.709289183121307e-06,4.5090846021019154e-05,8.31043095807893e-06,2.8020881396535004e-05,0.026777641327169845,0.00017356052113027986,0.0002751985241548199,0.0010242502260447179,0.00016407469084711254,0.007189838259283373
Cortex_5,0.0,0.0,0.0,0.0,0.03297102643176543,4.678655612779855e-05,2.3012480639862653e-06,0.00016909527470918264,2.4251138610350003e-06,2.286099540455387e-05,3.252832680613751e-05,3.670478174963326e-06,0.00011118652044967446,0.0034333678004148157,0.005114276289294142,0.00015491729734209384,0.003472265399277707,1.3397772956622862e-05,0.0,0.0,3.794419365668484e-05,9.647444659053945e-05,9.1059583711375e-06,0.00015336748040059678,0.00015596045979550052,0.0,0.0002771325614756028,0.0026964074626696127
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.38128317479910995,0.02541913064777524,0.028154508153638888,0.011247700792272825,0.0002237224416832951,5.446498349214952e-06,0.0004099884746915788,3.037226726689757e-05,5.218863533551426e-05,7.479953834831432e-05,0.015297000770927847,0.008732784193096633,0.00014913388935593232,3.0159447386779143e-05,0.0,7.586137538421667e-05,0.0002383667397883022,0.0018855358320409102,0.03485936742670074,0.020681041128776577,0.0014815415221481466,0.10328365310667294,0.023469183606385037
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.04790755515304327,0.010899044133399965,0.00023786546752304626,3.6618006069055286e-05,2.0855938803125897e-06,0.00023937958316431186,4.655729046336978e-06,1.72232451455375e-05,4.039557542354385e-06,0.002744644987491575,1.4210436570002375e-06,0.005462185123036904,0.006379450790858259,1.3328502910412594e-11,0.00014648764518326263,0.003824878365381477,0.0006304566613483365,0.02504494853918651,0.01259172987858555,0.0006371755323250909,0.04758124435700187,0.007030205274119324
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057993137848586014,0.0022448008712401247,0.0002861948318812909,0.00017377441734053395,0.00032977120430967586,2.6395091791490472e-05,0.0005290156277900072,0.000527565576807894,0.0005503248818264101,0.0008698994596632015,1.3920741096895606e-06,6.73157823281577e-05,0.0,0.007824040715991177,0.007232838925837112,0.000254536160316625,0.007761279165421714,0.006818540853514536,0.00040567841898890355,0.01746328059900896,0.005579636349562199
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03254517563930564,0.005862738485269663,9.932203937819046e-05,0.010337947001070298,4.2676563793975315e-08,6.129995763348579e-05,0.0004810518294403437,0.00012586875784062682,0.0026274172142311475,5.417519087831539e-06,6.811012452301094e-06,1.9469222125836583e-08,0.00016649949758276315,0.00018217908869616928,0.0,0.0002942178437251631,0.0018221520424831876,3.34232499881125e-06,0.00020918074587825,0.002539389573575678
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08753319323270797,0.028184099395367375,0.005096760867504292,2.3166690508803183e-05,6.80970303424788e-05,0.009510825994295199,0.00043109624791711756,0.0037194875626662795,7.127864425067671e-05,3.325198988367072e-05,5.421459926844081e-06,0.0005136878886193621,4.854258115843301e-05,7.330535611669642e-06,0.001094854263483859,0.006379327265125398,2.377008864381607e-05,0.00033131979552892795,0.005561724279620207
Cortex_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07239684086718184,0.005781260113414798,6.134713823402306e-05,0.023928966982841304,0.012529482490444738,0.00014668730845927275,0.00018813471760075249,6.69142350259003e-05,3.443281661574679e-06,4.126002872904381e-05,0.0003160897929132468,3.9182949248214224e-05,0.0,0.0005007524556172552,0.00047755459948683657,9.306710522682699e-05,1.7378368227124687e-05,0.0054529303361963875
Cortex_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022136629540198568,0.00032789588009229904,0.003565120896905069,0.00015564232862404472,0.00012741798512040726,2.682399936231788e-05,9.301041748058069e-06,0.0007638255003548899,0.0036183126629350743,0.005329423690748173,0.00032565716162656465,0.0,0.0004399781612504612,0.009309488944849576,0.0012552720331674074,0.00016430578451812785,0.0026401222335631054
Cortex_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06510810727683801,0.01319789565550952,1.8405066509960104e-06,9.94965277234424e-07,7.56176948532997e-05,0.0027068880271928085,0.00024794637616119673,7.810650069709808e-05,3.640522730856857e-06,4.607717872857954e-05,0.007797175971202461,0.0009510753713721906,0.0013127595460759407,0.10860388660202908,0.011689941332073442,0.00875610743396494
