,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27,Intra-cortex
Cortex_1,0.03879315494586475,2.6072789273135037,0.030065210288680644,0.05645877228295012,0.0002546510830762161,0.0,0.0,0.0,0.0,0.00037529132707400176,0.0008256923480920203,0.0004292821931071794,0.00523042615717272,0.0005302952370126138,0.0,4.079919708330665e-05,0.0,0.06754683533679037,1.5201013688681376e-05,1.4790139175597223e-06,0.0,0.0,0.023395065393991353,0.005460263422323031,0.0013077207326381282,0.012019994093183824,0.00021340884813980123,0.10556453593438112
Cortex_2,0.0,1.1095885007019888,0.09111688033446343,0.12687177760013796,0.023347909692657372,0.0,0.0,0.0,0.0,0.00019762449895616808,0.000521033522167631,0.0003493694858985975,0.01269799175365439,0.0005301517189017574,2.582933423885e-06,4.854155025289625e-05,1.5651851866967276e-05,0.014420414929306178,6.686223817570312e-07,8.324413567449647e-06,9.186157546570972e-09,1.2470509971488462e-05,0.08242713814341113,0.006014054279993119,0.001941745514103958,0.01307733739855937,0.001162234618085667,0.15154190150271896
Cortex_3,0.0,0.0,0.06898356696583306,0.0011620694814785636,0.0039038827282417256,6.457708271530416e-06,0.0,1.2919387396929165e-05,0.0,4.903544373881831e-05,0.00014048274036502793,2.1225003502125257e-05,8.136962284765896e-05,0.00010880012900768393,0.0,0.001970069282912026,0.0031049138111846103,0.01051503066187077,0.0,0.0,0.0,9.688974154041491e-08,4.8070653974717166e-05,0.0018563602377730138,0.00036694262916618805,0.0005583058907205841,0.0005681816728572417,0.007949624872741775
Cortex_4,0.0,0.0,0.0,0.09018051906296193,0.017455226825711743,2.8448757656663944e-06,0.0,1.307290397432667e-05,6.658428475248e-10,2.3022367595238002e-05,0.00011834028671841306,0.00013894034463386506,0.029685268924906107,0.005796217880545829,8.146661062450465e-05,1.916089344636607e-06,8.763922432633333e-05,0.0017638560941717633,1.4046488912804736e-05,2.945596676611907e-06,5.024217378896697e-06,0.0,0.08025702814216527,0.00066645341720418,0.00021776847169042407,0.01188844136494829,3.163339195972143e-05,0.01566386268935652
Cortex_5,0.0,0.0,0.0,0.0,0.04246551160458707,0.0001020106646414825,1.5846295512200617e-06,0.00010737334511620405,3.137142400393686e-06,3.889345920549413e-05,0.00017120204105347883,2.156105476387328e-05,0.000906745264244502,0.007403155096427614,0.014859316853760593,0.0001973502937211018,0.0032495285694127316,4.4082549337793674e-05,3.0317288095814237e-06,0.0,4.724243646633839e-05,4.884158279063154e-05,0.0004579936939990138,0.0005033251109986049,0.00021432069533989712,0.0003393355135231611,4.727680506119722e-05,0.004303499646848112
Cortex_6,0.0,0.0,0.0,0.0,0.0,0.4864853571756021,0.05214586801888355,0.049456113543473935,0.019118841016867196,7.443874725029656e-05,5.080933647991146e-05,9.415072399019926e-05,9.42459869293046e-06,0.0001981936603268599,0.00017435559787152253,0.023635560112768315,0.011251404228748032,0.0005819819608385373,2.241651443189936e-05,0.0,0.000509808895904089,0.0005819700266292287,0.0010881407184378776,0.03116813515002174,0.01597921261666624,0.0006518708268389193,0.048478764121605136,0.02747659743855582
Cortex_7,0.0,0.0,0.0,0.0,0.0,0.0,0.06881540661274033,0.014423763515940246,0.00016686079288126093,1.658265078144704e-05,6.555786310335238e-06,7.14880257640765e-05,1.0220522249760763e-05,1.4289412484719299e-05,6.872822268633109e-06,0.005142717693214391,4.28066530894781e-05,0.008071543124307854,0.005784274712388617,0.0,4.377111872303767e-05,0.004950581518628156,0.00031664677987287376,0.00958291752561523,0.0066177785373707975,5.753442740462292e-05,0.008715785647592405,0.006852068538076409
Cortex_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05497585225781307,0.006865261549229613,0.00020741611422905987,6.242925829903478e-05,0.0036669674155570806,7.575150971003021e-06,0.00042768162025884435,0.00032424282427133167,0.00041244884327813676,0.0008593261199158975,2.5608667057150916e-06,1.0640190929222768e-05,0.0,0.01686980134487482,0.009471628540333501,5.816376095741355e-05,0.00598750551114017,0.01288169656631058,0.00014832251473554108,0.012506311245638158,0.0070281138663462915
Cortex_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05118662797553058,0.010424269055449934,0.0012410978755396079,0.012516307872922456,0.0,8.546812406633289e-05,0.00025376825039970046,4.409478849538547e-05,0.004367118871192835,0.0,1.572552655488797e-05,0.0,0.00011170712873567534,0.00010082606960108054,0.0,7.594812978268755e-05,0.015439153571558848,0.0,0.00038008750416338,0.004533196367082026
Cortex_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12603810076023989,0.03338060958044548,0.0053792000565952795,3.7037761762194445e-05,0.0007460658476572694,0.007786302515536917,0.0001717811643470185,0.006102253302953457,7.052208030546665e-05,7.234277867544238e-07,1.1267131990207745e-05,0.00010471200535805156,1.8458735672078298e-06,2.1851428755321428e-06,0.001433825618221613,0.016238957070792003,0.00014023821196522857,0.0005396293911741893,0.00776266039288349
